date_added,company,vertical,type,region,city,country,signal,score,status,solutions,est_value,source_url,notes
2026-08-06,紅果短劇(Hongguo),AI×串流(短劇),客戶,中國(北京),北京,中國,"字節系短劇平台,2026 內容預算 +40%;體量大且自有基建,觀察出海分發外溢需求",C,new,CDN;直播加速;雲主機,待評估(字節系自有基建),https://thenextweb.com/news/china-micro-drama-ai-state-funding,"字節系;僅觀察,外溢需求出現再升級;8/16 補強:2 月 MAU 達 3.04 億(QuestMobile)"
2026-08-07,Ropedia,AI,客戶,新加坡,新加坡,新加坡,"7/23 官宣 $22M pre-A(累計 $30M),physical AI 資料基建(HOMIE 採集裝置、機器人訓練資料管線)→ 存儲+算力擴張;融資後黃金窗口(14 天窗內)",B,new,模型折扣;GPU;雲主機;CDN,5k–20k/月(成長期),https://technode.global/2026/07/24/singapores-ai-facilitator-ropedia-raises-22m-pre-series-a-for-physical-ai-data-infrastructure-30m-in-total/,LinkedIn 直達創辦人/CTO;國際打法 Apollo+Hunter 驗證 email
2026-08-07,PWP.BET,iGaming,ISV,全球(擴東南亞+拉美),待查,待查,"8/4 宣布擴大 B2B iGaming 平台:增內容/支付整合夥伴+東南亞區域技術支援(自家 PR,雙源)",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://www.manilatimes.net/2026/08/04/tmt-newswire/globenewswire/pwpbet-expands-its-b2b-igaming-technology-platform-for-operators-in-2026/2398209,"平台商帶下游;總部/決策人待查,查到亞洲據點與窗口可升 A"
2026-08-07,NetShort,串流(短劇),客戶,中國(出海東南亞),待查,中國,"Q1 東南亞短劇 App 下載增速冠軍(環比 +271%),東南亞為全球短劇下載最大區 → CDN/頻寬大戶(結構型已註明)",B,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月,https://www.baijing.cn/article/55296,營運主體待查(企查查)→ 脈脈篩技術/海外採購 → 微信
2026-08-07,Alea,iGaming,ISV,馬爾他/全球,待查,歐洲,"聚合商軌道名錄掃描:API-first 賭場遊戲聚合商,2026 主流聚合商名錄在列(結構型)",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://www.thegamblest.com/best-casino-game-aggregators/,"API-first=基建成本敏感,套 Hub88 話術;已入聚合商總表"
2026-08-07,Peter & Sons,iGaming,ISV,歐洲→菲律賓,待查,歐洲,"8/6 獲 PAGCOR 批准進入菲律賓,經持牌營運商分發遊戲組合",C,new,CDN;雲主機,3k–10k/月(內容 studio),https://www.igamingtoday.com/peter-sons-enters-the-philippines-after-securing-pagcor-approval/,內容 studio 基建輕;經聚合商觸達
2026-08-07,SoftGamings,iGaming,ISV,拉脫維亞/全球,待查,歐洲,"聚合商軌道名錄:白牌+聚合平台,2026 主流名錄在列(結構型)",C,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://www.thegamblest.com/best-casino-game-aggregators/,與已在庫 SOFTSWISS 為不同公司;觀察
2026-08-07,Pariplay(Fusion),iGaming,ISV,以色列/馬爾他(Aristocrat 體系),待查,歐洲,"聚合商軌道名錄:Fusion 聚合平台,Aristocrat/NeoGames 體系(結構型)",C,new,DDoS高防;CDN;雲主機,大型體系(長線),https://www.thegamblest.com/best-casino-game-aggregators/,"體量大決策慢,長線經營"
2026-08-07,Pints AI,AI,客戶,新加坡,新加坡,新加坡,"6/15 $5.6M pre-A(Tin Men Capital 領投),金融機構可稽核 AI;LLM token 消耗有效標的(超 14 天窗,觀察)",C,new,模型折扣;雲主機,3k–8k/月,https://technode.global/2026/06/15/singapores-pints-ai-raises-5-6-million-to-deploy-auditable-ai-in-regulated-financial-institutions/,金融合規 AI;企業端用量起來前觀察
2026-08-08,QTech Games,iGaming,ISV,馬爾他(亞洲深耕),待查,歐洲,新興市場聚合商龍頭之一:QTech ONE 自有基建+原生App+全區本地化;2026 連簽 PLAYSTAR/BNG/Famous Games/XUP/Live22;SPiCE SEA 參展(結構型),B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://europeangaming.eu/portal/press-releases/2026/05/29/205631/qtech-games-integrates-famous-games-catalogue-into-emerging-markets-platform/,亞洲/新興市場聚焦=下游契合;兩層話術;已入聚合商總表
2026-08-08,Sqreem,AI,客戶,新加坡,新加坡,新加坡,"8 月 DATA VANTAGE 揭露 SqreemV3 Holding 募 $12M,AI 行為數據平台擴建(14 天窗內)",B,new,模型折扣;雲主機;CDN,3k–10k/月,https://app.dealroom.co/news/note/sqreem-raises-12m-as-it-builds-out-its-ai-data-platform,新加坡老牌 AI 分析商;LinkedIn 搜 founder
2026-08-08,Agreegain,iGaming,ISV,待查,待查,待查,聚合商軌道:5/22 整合 18Peaches 老虎機內容;較小型聚合平台(結構型),C,new,DDoS高防;CDN;雲主機,5k–20k/月(綁定下游),https://eegaming.org/latest-news/2026/05/22/139523/agreegain-adds-18peaches-slot-games-to-its-aggregation-platform/,小型聚合商觀察;已入聚合商總表
2026-08-13,SA Gaming,iGaming,ISV,菲律賓(馬卡蒂/馬尼拉),馬尼拉,菲律賓,"亞洲 live casino 龍頭之一(2009 年起約 500 人,歐美亦有攝影棚);7/28 接入 SOFTSWISS 聚合 → 分發面擴大=串流基建需求增(結構型)",B,new,直播加速;CDN;DDoS高防;雲主機,10k–50k/月,https://agbrief.com/news/world/28/07/2026/sa-gaming-integrates-game-portfolio-with-softswiss-game-aggregator/,"live casino=直播基建大戶;IAG EXPO 9/14 馬尼拉可能參展,Bridge 名單先查"
2026-08-13,St8,iGaming,ISV,愛沙尼亞(塔林),塔林,歐洲,聚合商軌道:200+ 供應商單一 API;8/5 擴大 Pragmatic Play 合作(安省/亞省);2021 創立,B,new,DDoS高防;CDN;雲主機,10k–50k/月(綁定下游),https://europeangaming.eu/portal/press-releases/2026/05/12/204031/st8-integrates-scatterkings-slots-across-its-aggregation-platform/,創辦人 CEO Vladimir Negine;API-first 套 Hub88 話術;已入聚合商總表
2026-08-13,iGP(iGaming Platform),iGaming,ISV,馬爾他/全球,待查,歐洲,"聚合商軌道:自有 game aggregator,近期與 Amigo Gaming 簽約(結構型)",C,new,DDoS高防;CDN;雲主機,5k–20k/月(綁定下游),https://igamingplatform.com/all/igps-game-aggregator-and-amigo-gaming-agree-partnership/,觀察;已入聚合商總表
2026-08-13,SYNOT Interactive,iGaming,ISV,捷克/歐洲,待查,歐洲,"聚合平台:8 月初 Gaming Corps 簽約,歐洲 7 市場為主(結構型)",C,new,DDoS高防;CDN;雲主機,5k–20k/月(綁定下游),https://www.synotinteractive.com/gaming-corps-partnership/,歐洲為主亞洲契合弱;觀察
2026-08-14,Inair,AI,客戶,新加坡,新加坡,新加坡,"8 月初 kr-asia 披露完成 Series A+(八位數美元;君聯資本/GL Ventures/Highlight Capital),AR 生產力裝置+雲端 AI 服務(14 天窗內)",B,new,模型折扣;雲主機;CDN,3k–10k/月,https://kr-asia.com/deals-in-brief-three-singapore-startups-raise-ai-funding-sc-ventures-leads-keyrocks-series-c-round-six-china-investments-and-more,AR 裝置+AI 功能=雲端推理需求;LinkedIn 搜 founder/CTO
2026-08-15,Beyang Therapeutics,AI,客戶,中國(上海),上海,中國,"8/12 官宣 $30M 超額認購 Series A(君聯資本+上海生物醫藥基金領投),AI 製藥 ExCEED 平台(分子設計/成藥性優化)+臨床管線 → GPU/HPC 算力密集(7 天窗內)",A,new,GPU;雲主機;模型折扣;CDN,10k–50k/月(算力密集),https://www.prnewswire.com/news-releases/beyang-closes-oversubscribed-30-million-series-a-financing-302849562.html,決策人待查:企查查搜上海主體法人→脈脈篩創辦人/CTO/算力負責人→微信;開場訊息三版見 8/15 日報
2026-08-15,檸檬微趣,遊戲出海,客戶,中國(北京),北京,中國,"《Gossip Harbor》2026 年 1–2 月連兩月登頂中國出海手遊收入榜(超越 Whiteout Survival),合成品類新增長極 → 海外 CDN/SMS 大戶(結構型)",B,new,CDN;雲主機;SMS-OTP,10k–50k/月,https://hk.investing.com/news/stock-market-news/article-475765,企查查搜北京檸檬微趣→脈脈篩海外技術/運維/海外採購→微信
2026-08-16,Graas,AI,客戶,新加坡,新加坡,新加坡,"8/12 官宣 $17M Series B(Temasek 系 LemmaTree 領投,Tin Men/Integra 等跟投)+併購產品數據平台 Trustana;agentic commerce AI,2000+ 品牌、GMV $10 億+,擴澳洲/中東(7 天窗內)",A,new,模型折扣;雲主機;CDN;SMS行銷,10k–30k/月(agent 平台推理量大),https://technode.global/2026/08/13/singapores-graas-raises-17-million-series-b-and-acquires-product-data-startup-trustana/,"決策人:Prem Bhatia(Co-Founder & CEO,sg.linkedin.com/in/prembhatia1);開場訊息三版見 8/16 日報"
